order_id,customer_id,order_ts,channel,traffic_source,campaign,payment_method,shipping_method,order_status,seller_id
O710060,C102816,2025-03-31 01:55:02,web,direct,summer_splash,card,standard,completed,S51093
O710061,C102688,2025-07-10 12:08:32,web,direct,none,google_pay,expedited,completed,S50943
O710062,C106947,2025-05-08 10:38:26,ios,paid_search,holiday_push,card,standard,completed,
O710063,C103478,2025-04-08 19:27:45,web,direct,always_on,card,expedited,completed,
O710064,C100600,2025-04-17 18:00:40,android,direct,none,paypal,expedited,completed,S50687
O710065,C107376,2025-05-23 21:57:58,ios,referral,summer_splash,google_pay,standard,completed,S50667
O710066,C103847,2025-05-20 03:57:44,ios,organic,holiday_push,card,standard,completed,
O710067,C104918,2025-03-30 18:26:42,web,direct,none,card,standard,completed,S50331
O710068,C106796,2025-02-11 03:17:05,ios,direct,fall_event,paypal,overnight,completed,S50352
O710069,C104255,2025-11-16 22:21:49,android,direct,none,paypal,overnight,completed,S50530
O710070,C107836,2025-08-22 00:20:17,android,direct,none,card,standard,completed,S50819
O710071,C104265,2025-11-02 18:38:08,web,referral,none,paypal,standard,cancelled,
O710072,C102331,2025-07-18 02:35:04,web,email,none,card,expedited,completed,S50710
O710073,C105420,2025-11-15 05:39:16,ios,direct,fall_event,card,expedited,completed,
O710074,C104671,2025-05-31 21:48:32,android,direct,none,card,expedited,completed,S50786
O710075,C104074,2025-10-01 13:51:36,ios,direct,none,card,standard,completed,S50075
O710076,C100538,2025-06-29 14:07:14,web,direct,fall_event,apple_pay,standard,completed,
O710077,C102786,2025-07-21 16:05:18,web,direct,spring_sale,card,standard,returned,
O710078,C104444,2025-10-23 10:02:54,web,paid_search,none,paypal,standard,completed,
O710079,C100264,2025-11-04 05:52:27,web,referral,fall_event,card,standard,completed,S50018
O710080,C103891,2025-12-07 11:05:27,web,paid_search,fall_event,apple_pay,expedited,completed,S51174
O710081,C101077,2025-01-06 08:53:18,web,organic,holiday_push,google_pay,standard,completed,
O710082,C102870,2025-07-09 09:04:51,web,paid_search,fall_event,paypal,expedited,completed,
O710083,C107634,2025-03-18 17:14:39,web,direct,none,card,standard,completed,S50987
O710084,C100071,2025-02-01 11:14:33,ios,referral,none,card,standard,completed,
O710085,C101718,2025-10-28 08:07:26,web,email,none,paypal,expedited,completed,S50755
O710086,C105812,2025-01-14 23:47:50,web,email,spring_sale,card,expedited,completed,S51002
O710087,C105968,2025-10-03 02:51:16,android,direct,none,card,expedited,completed,
O710088,C107874,2025-08-29 17:47:39,web,organic,fall_event,apple_pay,expedited,completed,S50476
O710089,C103313,2025-12-18 23:34:53,android,direct,none,paypal,standard,cancelled,
O710090,C103258,2025-11-28 13:28:53,ios,direct,none,card,expedited,returned,
O710091,C105017,2025-02-20 23:48:33,android,direct,none,card,standard,completed,S51174
O710092,C106467,2025-01-10 06:55:15,ios,paid_social,summer_splash,klarna,standard,completed,
O710093,C107170,2025-11-23 17:44:22,android,direct,none,card,standard,returned,
O710094,C101009,2025-12-01 06:22:16,web,direct,none,card,standard,completed,S50294
O710095,C104456,2025-01-25 09:16:49,web,direct,summer_splash,google_pay,expedited,completed,S51081
O710096,C105158,2025-08-24 16:11:45,web,paid_search,none,card,expedited,returned,S51191
O710097,C102336,2025-07-20 01:03:04,android,paid_social,none,card,expedited,returned,
O710098,C106160,2025-06-12 16:07:28,web,referral,always_on,card,standard,completed,
O710099,C105473,2025-12-29 18:44:41,ios,direct,none,card,standard,completed,S50574
O710100,C100056,2025-09-10 02:28:17,ios,referral,none,card,standard,completed,
O710101,C105360,2025-03-19 12:49:40,web,direct,fall_event,paypal,standard,completed,
O710102,C102781,2025-07-29 10:50:39,web,email,holiday_push,google_pay,standard,completed,S50760
O710103,C103029,2025-05-31 21:44:23,web,paid_social,none,card,standard,cancelled,
O710104,C101554,2025-10-01 08:17:53,web,email,none,card,standard,completed,S50035
O710105,C104639,2025-12-28 19:09:08,web,direct,always_on,card,standard,completed,S50003
O710106,C102832,2025-08-04 15:34:33,web,direct,none,apple_pay,standard,completed,S50457
O710107,C107329,2025-08-17 12:49:24,ios,referral,spring_sale,card,standard,completed,
O710108,C105590,2025-05-13 14:48:58,ios,referral,always_on,card,standard,completed,
O710109,C104900,2025-06-06 17:42:04,android,referral,always_on,paypal,standard,completed,S50048
O710110,C103215,2025-05-22 18:46:45,android,direct,fall_event,paypal,standard,completed,S51077
O710111,C106372,2025-01-03 01:16:28,android,direct,always_on,klarna,standard,completed,S50723
O710112,C101279,2025-12-04 14:32:12,web,direct,spring_sale,card,standard,completed,S50507
O710113,C100595,2025-03-24 09:47:09,web,referral,none,card,standard,completed,S50622
O710114,C107384,2025-05-04 18:25:53,web,referral,fall_event,paypal,standard,completed,
O710115,C101849,2025-10-09 09:39:38,ios,direct,spring_sale,card,expedited,completed,
O710116,C102261,2025-10-21 08:17:50,web,paid_social,none,google_pay,standard,completed,S50522
O710117,C100327,2025-06-23 09:17:48,android,email,spring_sale,card,standard,completed,
O710118,C103164,2025-09-04 08:07:18,web,direct,none,google_pay,standard,completed,S51150
O710119,C104315,2025-12-02 05:08:09,web,paid_search,none,card,standard,completed,
O710120,C106600,2025-01-04 12:35:41,android,paid_search,none,card,standard,completed,S50388
O710121,C107722,2025-03-07 16:42:47,ios,paid_social,none,card,standard,returned,S50917
O710122,C100834,2025-03-16 03:46:44,web,organic,summer_splash,card,standard,completed,S50836
O710123,C101904,2025-02-12 20:45:59,android,paid_search,spring_sale,google_pay,expedited,completed,S51021
O710124,C107588,2025-08-29 21:24:14,web,referral,none,card,standard,completed,
O710125,C102308,2025-06-21 04:58:52,ios,paid_social,summer_splash,card,standard,completed,
O710126,C101378,2025-05-29 05:01:22,web,paid_search,none,card,standard,completed,S50223
O710127,C107093,2025-09-23 05:33:25,ios,paid_social,always_on,paypal,standard,completed,
O710128,C102064,2025-06-24 10:18:14,web,paid_search,none,paypal,expedited,cancelled,S50385
O710129,C107340,2025-08-11 13:34:03,web,email,none,paypal,standard,completed,
O710130,C105259,2025-12-04 18:16:07,ios,direct,none,klarna,expedited,returned,S50171
O710131,C101172,2025-10-04 10:31:20,ios,direct,none,card,expedited,completed,
O710132,C100070,2025-11-25 08:26:31,android,direct,fall_event,card,standard,completed,S51073
O710133,C106639,2025-07-27 20:03:40,ios,direct,none,paypal,standard,completed,S50041
O710134,C101581,2025-08-15 09:15:14,android,referral,none,google_pay,standard,completed,
O710135,C101368,2025-05-31 01:57:15,web,referral,holiday_push,card,overnight,completed,S50336
O710136,C105670,2025-10-16 07:58:17,web,email,summer_splash,paypal,overnight,completed,S50488
O710137,C104922,2025-10-27 23:14:21,ios,direct,none,card,standard,returned,
O710138,C107165,2025-12-24 20:16:14,web,paid_social,spring_sale,paypal,expedited,completed,S51009
O710139,C106081,2025-03-24 11:26:33,web,organic,none,paypal,standard,completed,S50760
O710140,C101902,2025-11-28 16:00:07,web,email,fall_event,paypal,standard,completed,S51085
O710141,C106459,2025-11-04 11:41:07,android,direct,always_on,card,standard,completed,S50520
O710142,C105131,2025-09-10 06:27:20,web,paid_social,summer_splash,card,standard,completed,
O710143,C100137,2025-06-30 04:24:40,android,direct,none,google_pay,standard,completed,
O710144,C100595,2025-01-12 02:12:18,ios,paid_search,none,card,expedited,completed,S50531
O710145,C101821,2025-04-11 05:16:05,web,email,none,card,standard,completed,
O710146,C105462,2025-12-23 12:48:34,web,direct,always_on,apple_pay,expedited,completed,S51044
O710147,C104306,2025-08-27 11:55:24,ios,referral,always_on,paypal,standard,completed,S51172
O710148,C101312,2025-05-29 02:13:25,web,paid_social,none,card,standard,completed,S50607
O710149,C101832,2025-12-01 09:46:17,web,direct,summer_splash,card,expedited,completed,
O710150,C103897,2025-03-31 04:56:22,android,organic,summer_splash,paypal,standard,cancelled,S50609
O710151,C104321,2025-07-12 20:05:10,ios,referral,holiday_push,card,standard,completed,S50528
O710152,C106512,2025-06-20 14:44:26,web,organic,always_on,card,standard,completed,
O710153,C101671,2025-11-01 21:57:34,ios,organic,none,card,standard,cancelled,S50193
O710154,C100526,2025-06-13 20:12:36,web,direct,always_on,card,expedited,completed,S50643
O710155,C101174,2025-07-19 15:35:05,web,paid_search,none,card,expedited,completed,S50699
O710156,C101816,2025-10-17 02:26:00,ios,referral,holiday_push,paypal,standard,completed,S50861
O710157,C103328,2025-05-14 19:33:07,ios,paid_social,none,card,standard,completed,
O710158,C106342,2025-04-09 16:15:08,web,organic,spring_sale,card,expedited,completed,
O710159,C106315,2025-11-26 18:47:19,android,email,holiday_push,paypal,expedited,completed,S50699
O710160,C107537,2025-02-20 08:48:08,web,paid_search,none,google_pay,standard,completed,S51141
O710161,C102140,2025-01-16 23:58:36,web,direct,none,card,expedited,completed,S50387
O710162,C103846,2025-08-20 19:51:55,ios,direct,holiday_push,card,standard,completed,
O710163,C105860,2025-03-02 18:14:44,ios,paid_search,none,paypal,standard,completed,
O710164,C103179,2025-11-25 10:06:26,web,organic,none,apple_pay,standard,completed,S50317
O710165,C104061,2025-02-24 04:08:43,android,referral,none,apple_pay,standard,completed,
O710166,C106357,2025-09-21 22:07:59,web,referral,summer_splash,card,standard,completed,S50770
O710167,C105571,2025-11-20 06:30:15,web,direct,fall_event,card,standard,completed,
O710168,C107926,2025-01-10 13:15:48,web,email,none,google_pay,standard,completed,S50070
O710169,C104971,2025-11-21 04:06:48,web,paid_social,holiday_push,card,standard,completed,S50470
O710170,C106818,2025-03-31 23:06:54,web,organic,none,apple_pay,expedited,completed,S50870
O710171,C100469,2025-06-01 04:44:45,web,organic,spring_sale,google_pay,standard,completed,S50461
O710172,C101058,2025-09-03 02:40:07,ios,paid_search,summer_splash,card,expedited,completed,
O710173,C100923,2025-08-19 11:46:47,web,direct,summer_splash,klarna,standard,completed,
O710174,C100559,2025-01-04 16:18:20,android,direct,spring_sale,klarna,expedited,completed,S50962
O710175,C105124,2025-10-08 01:28:02,web,direct,fall_event,paypal,standard,completed,
O710176,C105765,2025-01-09 20:07:15,web,direct,none,paypal,standard,completed,
O710177,C106107,2025-03-29 11:52:51,web,organic,summer_splash,paypal,standard,completed,S50518
O710178,C106107,2025-08-02 10:31:23,web,email,holiday_push,google_pay,standard,completed,
O710179,C100954,2025-01-10 22:49:02,android,organic,fall_event,card,standard,completed,S50642
O710180,C105925,2025-03-14 16:40:37,ios,direct,none,card,standard,completed,
O710181,C106857,2025-03-26 14:00:11,android,paid_social,none,paypal,expedited,completed,
O710182,C104527,2025-07-30 08:44:21,web,referral,none,paypal,standard,returned,
O710183,C101076,2025-10-11 17:14:24,web,direct,none,card,standard,completed,S50440
O710184,C101052,2025-10-23 05:09:35,android,organic,none,paypal,standard,completed,
O710185,C104293,2025-07-31 11:52:57,web,email,spring_sale,apple_pay,standard,completed,S50279
O710186,C103082,2025-05-02 12:27:57,android,paid_search,spring_sale,card,overnight,completed,
O710187,C106878,2025-11-26 15:15:26,android,referral,none,apple_pay,standard,completed,
O710188,C101096,2025-09-13 01:11:50,android,paid_search,fall_event,klarna,expedited,completed,
O710189,C100746,2025-08-01 18:10:18,ios,direct,none,paypal,expedited,completed,
O710190,C107561,2025-08-23 06:55:19,web,direct,none,apple_pay,standard,completed,
O710191,C107507,2025-04-07 05:12:07,web,paid_search,summer_splash,card,standard,completed,S50414
O710192,C101235,2025-09-30 13:37:57,android,email,always_on,paypal,expedited,completed,
O710193,C102286,2025-12-15 13:40:10,web,paid_search,holiday_push,card,standard,completed,S50555
O710194,C101620,2025-01-15 07:31:04,android,email,summer_splash,card,standard,completed,S50207
O710195,C107428,2025-09-07 03:56:51,android,referral,none,card,standard,completed,S50133
O710196,C107130,2025-12-14 06:08:03,ios,paid_social,none,card,standard,completed,S50840
O710197,C107394,2025-05-01 11:19:29,ios,paid_social,always_on,paypal,expedited,completed,
O710198,C101660,2025-08-06 00:20:43,web,email,fall_event,paypal,standard,completed,S50395
O710199,C107973,2025-06-25 05:13:06,android,referral,always_on,apple_pay,standard,completed,
O710200,C107911,2025-04-05 05:47:22,android,paid_social,summer_splash,google_pay,standard,returned,
O710201,C106957,2025-01-28 08:39:15,android,organic,spring_sale,apple_pay,standard,completed,
O710202,C102352,2025-06-30 10:19:19,web,paid_social,none,google_pay,standard,completed,
O710203,C105619,2025-04-27 12:15:17,web,organic,holiday_push,card,standard,completed,S50901
O710204,C106617,2025-03-22 07:48:35,android,direct,spring_sale,paypal,standard,completed,S50069
O710205,C104610,2025-12-12 20:46:12,android,direct,summer_splash,apple_pay,standard,completed,
O710206,C101567,2025-07-23 04:04:48,web,direct,summer_splash,klarna,standard,completed,
O710207,C107340,2025-05-14 05:53:36,android,organic,none,card,standard,completed,S50135
O710208,C103948,2025-10-05 13:56:44,web,referral,none,card,standard,completed,
O710209,C102029,2025-03-11 21:55:43,web,referral,none,card,standard,completed,S50299
O710210,C100191,2025-11-19 16:45:12,android,direct,none,card,standard,completed,S50623
O710211,C102499,2025-12-25 22:55:27,web,direct,spring_sale,paypal,standard,completed,
O710212,C103943,2025-06-23 17:27:03,web,paid_social,fall_event,google_pay,standard,completed,S51124
O710213,C104173,2025-03-02 20:07:46,web,direct,fall_event,paypal,standard,completed,S51077
O710214,C107447,2025-04-23 20:52:39,ios,paid_search,none,paypal,standard,completed,
O710215,C102953,2025-05-08 04:38:05,web,direct,none,google_pay,standard,completed,
O710216,C106455,2025-06-28 10:56:50,web,direct,none,paypal,overnight,completed,
O710217,C106909,2025-02-05 20:25:28,web,direct,none,google_pay,expedited,completed,S50033
O710218,C102170,2025-10-22 20:37:32,android,referral,spring_sale,card,standard,completed,S50869
O710219,C105110,2025-03-25 09:06:09,web,organic,spring_sale,card,standard,completed,S50120
O710220,C100359,2025-03-31 21:42:50,web,paid_social,summer_splash,paypal,expedited,completed,S50852
O710221,C106328,2025-01-13 02:45:58,web,direct,holiday_push,google_pay,standard,completed,
O710222,C102418,2025-11-08 11:41:38,web,direct,fall_event,card,expedited,completed,
O710223,C107228,2025-01-31 16:01:28,android,direct,spring_sale,card,standard,completed,
O710224,C106619,2025-05-08 15:32:41,web,direct,holiday_push,card,standard,completed,
O710225,C101935,2025-04-14 14:27:02,android,direct,always_on,card,standard,completed,S50024
O710226,C100523,2025-06-20 05:00:15,ios,paid_social,fall_event,apple_pay,standard,completed,
O710227,C107609,2025-05-13 03:52:46,ios,direct,holiday_push,klarna,standard,completed,S50125
O710228,C107926,2025-01-20 17:47:58,web,paid_social,none,paypal,overnight,completed,S50281
O710229,C101447,2025-12-28 21:02:31,web,direct,none,card,standard,completed,S50517
O710230,C104426,2025-02-16 20:32:32,web,paid_search,fall_event,card,standard,completed,S50458
O710231,C107244,2025-06-21 11:21:44,ios,organic,always_on,apple_pay,expedited,returned,
O710232,C106030,2025-03-13 06:55:02,ios,direct,holiday_push,paypal,standard,completed,
O710233,C104271,2025-01-14 03:54:34,ios,referral,none,card,standard,completed,
O710234,C103231,2025-11-24 11:26:52,ios,paid_social,always_on,card,expedited,completed,
O710235,C105167,2025-10-20 00:18:41,ios,direct,fall_event,card,standard,completed,S50346
O710236,C107287,2025-11-18 19:40:42,android,referral,summer_splash,card,standard,completed,
O710237,C106571,2025-09-23 23:43:30,web,direct,none,card,expedited,cancelled,
O710238,C106098,2025-08-29 11:35:13,web,direct,spring_sale,card,expedited,completed,
O710239,C105079,2025-12-15 06:59:53,web,email,spring_sale,card,standard,returned,
O710240,C107313,2025-01-17 08:25:28,web,referral,none,card,standard,completed,S50740
O710241,C106269,2025-02-01 22:28:37,web,direct,holiday_push,apple_pay,standard,completed,
O710242,C101283,2025-06-26 12:57:14,ios,direct,always_on,paypal,standard,completed,
O710243,C102602,2025-09-17 02:12:08,web,paid_search,none,card,standard,completed,
O710244,C103639,2025-09-25 12:43:33,web,direct,fall_event,card,standard,completed,
O710245,C105486,2025-12-24 22:46:44,android,organic,summer_splash,paypal,standard,completed,S50635
O710246,C107504,2025-06-02 13:35:12,web,referral,none,card,standard,completed,S50964
O710247,C107179,2025-06-05 03:23:15,web,paid_search,holiday_push,klarna,standard,completed,S51044
O710248,C107434,2025-03-12 18:31:39,ios,paid_search,always_on,card,standard,completed,
O710249,C104908,2025-02-08 07:15:26,web,paid_social,none,google_pay,standard,completed,S50829
O710250,C103585,2025-07-11 09:32:46,web,direct,none,google_pay,standard,completed,
O710251,C102302,2025-08-19 17:36:15,web,direct,none,card,standard,completed,
O710252,C102094,2025-05-28 04:00:31,ios,organic,none,card,standard,completed,S51135
O710253,C102212,2025-10-21 02:06:06,web,referral,always_on,google_pay,standard,completed,
O710254,C101972,2025-06-17 03:21:08,ios,paid_social,summer_splash,paypal,expedited,completed,S50876
O710255,C102775,2025-06-30 02:24:54,ios,paid_search,none,card,standard,completed,
O710256,C105703,2025-06-02 10:52:39,web,paid_search,fall_event,card,standard,completed,S50415
O710257,C106897,2025-01-25 15:31:37,web,paid_search,none,card,standard,completed,
O710258,C106713,2025-06-18 16:01:57,android,direct,none,apple_pay,standard,completed,S50298
O710259,C101045,2025-09-29 23:05:15,ios,direct,spring_sale,card,expedited,completed,S50136
O710260,C107147,2025-10-03 21:23:42,android,direct,none,card,standard,completed,
O710261,C107560,2025-02-16 08:22:46,web,direct,always_on,card,standard,completed,S50779
O710262,C101831,2025-10-02 08:02:28,web,paid_social,holiday_push,card,standard,cancelled,S50318
O710263,C105767,2025-12-28 03:25:22,web,organic,holiday_push,card,standard,completed,S50827
O710264,C104186,2025-06-29 00:55:04,ios,direct,holiday_push,paypal,standard,completed,
O710265,C101836,2025-07-14 00:46:21,ios,paid_search,fall_event,paypal,standard,completed,
O710266,C104492,2025-08-29 14:21:17,android,referral,holiday_push,apple_pay,standard,completed,S50969
O710267,C101282,2025-03-26 20:11:04,web,paid_search,spring_sale,card,standard,completed,
O710268,C102680,2025-03-01 05:43:08,web,organic,always_on,card,standard,completed,
O710269,C102784,2025-11-26 05:06:41,android,paid_search,summer_splash,paypal,standard,completed,
O710270,C104380,2025-11-21 00:00:31,ios,email,none,card,standard,completed,
O710271,C103982,2025-02-08 20:02:20,android,organic,always_on,card,expedited,completed,S51181
O710272,C107059,2025-01-25 09:22:37,android,email,fall_event,card,expedited,completed,
O710273,C104278,2025-09-24 04:37:32,web,email,none,card,standard,completed,S50716
O710274,C102942,2025-12-03 11:19:28,web,direct,none,google_pay,standard,completed,S51100
O710275,C100963,2025-06-07 01:21:39,android,paid_social,fall_event,card,standard,completed,
O710276,C105788,2025-06-17 10:10:07,web,referral,none,card,standard,completed,S50612
O710277,C106518,2025-06-05 20:36:41,web,direct,fall_event,card,expedited,completed,
O710278,C106278,2025-04-30 20:41:45,web,paid_search,always_on,apple_pay,expedited,completed,
O710279,C102585,2025-12-29 10:13:39,ios,organic,always_on,card,standard,completed,
O710280,C100993,2025-07-16 07:47:27,web,direct,none,google_pay,standard,completed,S50282
O710281,C100858,2025-10-10 08:30:53,ios,email,holiday_push,paypal,standard,completed,S51164
O710282,C106513,2025-09-07 18:52:47,web,direct,spring_sale,apple_pay,standard,completed,S51198
O710283,C103966,2025-08-13 05:28:55,ios,organic,holiday_push,card,expedited,cancelled,S50364
O710284,C106110,2025-03-18 11:43:34,ios,direct,none,card,expedited,completed,
O710285,C106336,2025-03-03 10:29:44,web,organic,always_on,apple_pay,standard,completed,
O710286,C107469,2025-07-23 06:55:37,web,organic,none,apple_pay,standard,completed,
O710287,C106369,2025-09-18 21:14:29,web,direct,none,card,standard,completed,
O710288,C107746,2025-02-12 07:55:37,ios,direct,spring_sale,google_pay,expedited,completed,
O710289,C105519,2025-10-29 03:08:48,web,organic,none,paypal,expedited,completed,S50781
O710290,C101511,2025-09-27 06:50:32,web,organic,spring_sale,paypal,standard,completed,S51023
O710291,C101687,2025-09-15 13:10:38,web,paid_search,none,paypal,standard,completed,S51143
O710292,C106302,2025-05-02 15:29:20,web,paid_social,none,card,standard,completed,S50602
O710293,C101160,2025-10-03 04:44:46,android,referral,always_on,card,standard,completed,S50286
O710294,C102883,2025-08-22 03:29:38,ios,paid_social,always_on,klarna,expedited,completed,S51079
O710295,C104832,2025-06-23 08:30:10,android,email,none,card,standard,completed,S50285
O710296,C104568,2025-11-23 13:36:21,ios,organic,none,paypal,standard,completed,
O710297,C100943,2025-09-13 01:14:30,ios,direct,spring_sale,card,standard,completed,S51198
O710298,C106535,2025-09-19 22:01:48,android,direct,none,card,standard,completed,S51091
O710299,C105529,2025-07-17 03:32:40,web,paid_social,none,apple_pay,overnight,completed,S50046
O710300,C100657,2025-10-24 02:25:30,web,direct,spring_sale,card,standard,completed,
O710301,C106572,2025-10-24 04:37:03,web,direct,summer_splash,klarna,standard,completed,S50240
O710302,C107512,2025-08-12 22:33:56,android,paid_social,none,card,standard,returned,
O710303,C100358,2025-11-10 19:14:52,ios,organic,summer_splash,card,standard,completed,
O710304,C107417,2025-08-25 12:09:53,android,email,summer_splash,apple_pay,standard,completed,S50630
O710305,C106114,2025-04-03 11:34:13,web,direct,always_on,card,standard,completed,S50053
O710306,C105033,2025-09-10 18:06:22,web,organic,none,card,expedited,completed,
O710307,C101676,2025-05-10 04:01:30,web,organic,none,card,standard,completed,
O710308,C102751,2025-09-29 04:31:34,ios,direct,fall_event,google_pay,standard,returned,
O710309,C107644,2025-08-13 11:55:32,web,referral,holiday_push,card,standard,completed,S50617
O710310,C104418,2025-06-14 11:20:57,android,direct,none,card,expedited,completed,S50222
O710311,C104107,2025-06-05 17:06:50,web,paid_search,none,card,standard,completed,S50789
O710312,C100307,2025-03-25 04:25:01,web,direct,fall_event,apple_pay,expedited,completed,
O710313,C101461,2025-10-18 15:04:28,web,direct,fall_event,card,overnight,completed,
O710314,C106593,2025-02-18 04:06:47,android,direct,always_on,card,standard,returned,S50195
O710315,C105769,2025-03-22 16:54:57,ios,email,none,google_pay,expedited,completed,S50805
O710316,C107065,2025-04-07 00:26:08,web,direct,fall_event,card,expedited,cancelled,
O710317,C103903,2025-06-20 17:13:37,web,organic,none,card,expedited,completed,S50609
O710318,C106567,2025-01-15 07:30:22,ios,paid_social,fall_event,paypal,expedited,completed,S50752
O710319,C101210,2025-12-11 17:33:52,web,email,spring_sale,google_pay,standard,completed,
O710320,C106104,2025-10-11 04:06:56,web,paid_search,none,card,standard,completed,
O710321,C101310,2025-01-10 04:37:45,web,direct,holiday_push,apple_pay,expedited,completed,S50408
O710322,C101510,2025-06-10 04:45:56,web,paid_search,holiday_push,card,standard,completed,S50024
O710323,C107971,2025-05-24 01:00:08,web,referral,always_on,card,standard,completed,S50761
O710324,C107273,2025-10-31 19:20:23,web,paid_social,holiday_push,paypal,standard,completed,
O710325,C102143,2025-08-31 06:22:46,android,direct,none,paypal,standard,completed,S51116
O710326,C104883,2025-10-20 14:11:28,android,direct,none,card,expedited,completed,
O710327,C107722,2025-08-01 07:35:56,web,organic,none,google_pay,overnight,returned,
O710328,C107591,2025-01-27 21:31:39,web,referral,always_on,google_pay,expedited,completed,
O710329,C104869,2025-03-09 13:15:12,ios,direct,none,card,expedited,completed,
O710330,C100491,2025-10-05 02:35:01,android,referral,spring_sale,card,standard,completed,
O710331,C104041,2025-01-08 14:24:50,android,referral,none,paypal,expedited,returned,S50612
O710332,C107311,2025-08-11 12:27:00,ios,organic,always_on,apple_pay,standard,cancelled,
O710333,C101792,2025-09-25 00:36:39,web,direct,spring_sale,google_pay,standard,completed,
O710334,C107827,2025-03-30 19:08:45,ios,email,none,paypal,standard,completed,
O710335,C107294,2025-06-09 20:01:53,web,organic,summer_splash,klarna,standard,returned,
O710336,C103462,2025-12-23 13:28:01,web,paid_social,none,apple_pay,overnight,completed,S50036
O710337,C103436,2025-03-14 20:34:52,ios,paid_search,spring_sale,paypal,standard,completed,S50858
O710338,C102867,2025-01-19 15:17:09,web,direct,none,card,standard,completed,S50774
O710339,C100465,2025-07-19 07:23:35,ios,direct,always_on,paypal,expedited,completed,S50808
O710340,C104585,2025-11-03 13:58:57,ios,organic,always_on,apple_pay,standard,completed,S50495
O710341,C103811,2025-07-23 19:40:03,web,paid_search,none,card,standard,returned,S50182
O710342,C100456,2025-04-12 15:02:40,android,organic,spring_sale,apple_pay,standard,completed,S50251
O710343,C105150,2025-01-21 09:37:54,web,paid_social,summer_splash,klarna,expedited,completed,S50165
O710344,C104002,2025-04-29 15:02:41,web,direct,fall_event,card,standard,completed,S50510
O710345,C107555,2025-08-08 17:40:29,ios,email,none,paypal,standard,returned,S51057
O710346,C105014,2025-02-09 07:28:06,web,referral,summer_splash,apple_pay,standard,completed,
O710347,C101569,2025-11-17 03:40:25,web,organic,none,paypal,standard,completed,
O710348,C104897,2025-10-19 23:20:05,ios,direct,fall_event,google_pay,standard,completed,
O710349,C106602,2025-05-01 16:18:18,web,paid_search,none,paypal,standard,completed,
O710350,C100669,2025-10-14 05:54:19,ios,referral,spring_sale,card,expedited,completed,S50765
O710351,C100027,2025-07-29 18:33:17,web,referral,fall_event,paypal,standard,completed,S50718
O710352,C102459,2025-09-25 01:53:27,web,paid_social,holiday_push,apple_pay,standard,completed,S50317
O710353,C107933,2025-07-30 01:01:22,ios,paid_social,spring_sale,card,standard,completed,
O710354,C101269,2025-10-26 15:40:29,web,direct,holiday_push,card,standard,completed,
O710355,C105376,2025-12-24 02:23:21,ios,email,summer_splash,paypal,standard,completed,
O710356,C107087,2025-01-02 05:01:16,web,organic,none,card,standard,completed,S50683
O710357,C104960,2025-03-31 09:33:08,web,direct,none,google_pay,standard,completed,S50417
O710358,C103451,2025-03-23 04:25:51,android,organic,spring_sale,google_pay,standard,completed,S50796
O710359,C105395,2025-06-08 18:03:26,android,direct,summer_splash,apple_pay,standard,completed,
O710360,C102098,2025-10-02 17:55:37,web,organic,fall_event,card,overnight,cancelled,S50227
O710361,C100866,2025-05-13 10:54:57,ios,paid_search,none,card,expedited,completed,
O710362,C100292,2025-07-17 08:20:06,ios,paid_social,always_on,apple_pay,standard,completed,
O710363,C100077,2025-12-01 22:09:44,web,organic,holiday_push,card,expedited,cancelled,
O710364,C103238,2025-05-31 23:19:30,web,direct,none,paypal,standard,completed,S50962
O710365,C107833,2025-08-05 11:12:38,web,organic,spring_sale,card,expedited,completed,S50812
O710366,C104312,2025-11-12 02:28:27,web,email,always_on,card,standard,completed,
O710367,C102362,2025-12-07 22:41:40,web,email,none,card,standard,completed,S50591
O710368,C104961,2025-11-17 04:03:25,web,paid_social,none,card,standard,completed,S50640
O710369,C102627,2025-07-13 13:39:35,android,direct,none,paypal,expedited,returned,
O710370,C104253,2025-11-02 22:12:01,ios,direct,summer_splash,card,standard,returned,
O710371,C106575,2025-07-22 18:48:37,web,email,none,klarna,standard,cancelled,
O710372,C107898,2025-01-13 15:17:47,android,direct,none,card,standard,returned,
O710373,C103724,2025-01-14 14:56:55,ios,referral,summer_splash,card,standard,completed,S50937
O710374,C101223,2025-03-18 23:17:58,web,referral,always_on,card,expedited,completed,
O710375,C106132,2025-02-23 20:09:18,web,organic,none,paypal,standard,completed,S50558
O710376,C103766,2025-09-09 12:08:57,android,direct,none,google_pay,standard,completed,
O710377,C102485,2025-06-12 04:07:25,web,email,summer_splash,card,standard,completed,S50319
O710378,C101865,2025-01-04 08:20:41,web,direct,always_on,apple_pay,overnight,completed,
O710379,C103275,2025-12-18 21:29:21,web,paid_social,always_on,apple_pay,standard,completed,S51197
O710380,C103559,2025-01-16 07:29:28,android,email,none,card,standard,completed,S50982
O710381,C101808,2025-08-30 13:25:35,web,direct,spring_sale,google_pay,expedited,completed,S50280
O710382,C103752,2025-08-23 10:44:34,ios,paid_search,none,paypal,expedited,completed,S50953
O710383,C100231,2025-09-14 09:32:07,ios,email,summer_splash,card,expedited,completed,S50884
O710384,C105840,2025-11-14 14:49:02,ios,paid_search,fall_event,card,standard,completed,S50623
