order_item_id,order_id,product_id,quantity,list_price,discount_pct,unit_price
O711638-1,O711638,P10173,2,60.55,0.0,61.36
O711639-1,O711639,P10287,2,30.66,0.2,24.98
O711640-1,O711640,P10270,1,9.27,0.1,8.44
O711640-2,O711640,P10143,2,32.46,0.0,32.63
O711641-1,O711641,P10178,1,8.65,0.0,8.61
O711642-1,O711642,P10082,2,13.85,0.0,13.92
O711642-2,O711642,P10025,1,25.26,0.0,25.66
O711642-3,O711642,P10283,1,11.6,0.0,11.7
O711642-4,O711642,P10034,2,18.93,0.0,19.06
O711643-1,O711643,P10080,1,25.0,0.2,19.77
O711643-2,O711643,P10146,3,24.08,0.2,19.58
O711644-1,O711644,P10398,1,8.87,0.0,8.97
O711644-2,O711644,P10372,3,35.35,0.0,35.16
O711645-1,O711645,P10214,1,12.7,0.15,10.61
O711646-1,O711646,P10448,3,8.7,0.0,8.87
O711646-2,O711646,P10401,1,19.02,0.0,19.39
O711646-3,O711646,P10005,1,10.06,0.0,9.97
O711646-4,O711646,P10395,2,9.15,0.0,9.19
O711647-1,O711647,P10130,1,15.35,0.2,12.16
O711647-2,O711647,P10213,1,17.97,0.05,17.15
O711648-1,O711648,P10294,3,24.35,0.1,22.11
O711649-1,O711649,P10424,1,37.45,0.05,35.89
O711649-2,O711649,P10307,2,23.27,0.2,18.79
O711650-1,O711650,P10030,1,30.33,0.15,25.35
O711651-1,O711651,P10439,2,17.62,0.05,16.48
O711651-2,O711651,P10080,1,25.0,0.15,21.13
O711652-1,O711652,P10440,1,12.38,0.0,12.14
O711652-2,O711652,P10154,1,8.26,0.0,8.23
O711652-3,O711652,P10015,1,27.09,0.0,27.51
O711653-1,O711653,P10338,1,26.23,0.0,25.76
O711653-2,O711653,P10358,1,18.12,0.0,18.12
O711653-3,O711653,P10203,2,21.44,0.0,21.44
O711653-4,O711653,P10387,1,32.5,0.0,32.69
O711654-1,O711654,P10245,1,44.07,0.0,43.62
O711654-2,O711654,P10072,1,15.73,0.0,15.76
O711654-3,O711654,P10255,1,17.69,0.0,17.6
O711655-1,O711655,P10009,1,18.93,0.15,16.1
O711656-1,O711656,P10194,1,12.98,0.15,10.88
O711657-1,O711657,P10015,1,27.09,0.15,22.85
O711658-1,O711658,P10222,2,63.32,0.0,63.78
O711658-2,O711658,P10171,2,19.56,0.0,19.46
O711659-1,O711659,P10446,2,14.18,0.0,14.45
O711659-2,O711659,P10080,1,25.0,0.0,24.67
O711660-1,O711660,P10087,2,30.75,0.0,30.57
O711661-1,O711661,P10228,1,14.13,0.2,11.41
O711662-1,O711662,P10083,1,18.72,0.0,18.55
O711663-1,O711663,P10408,1,33.2,0.0,32.79
O711663-2,O711663,P10242,1,19.38,0.0,19.3
O711663-3,O711663,P10099,1,24.92,0.0,25.08
O711663-4,O711663,P10058,1,23.66,0.0,23.94
O711664-1,O711664,P10277,1,25.91,0.0,25.66
O711664-2,O711664,P10270,1,9.27,0.0,9.09
O711664-3,O711664,P10386,1,32.71,0.0,32.38
O711665-1,O711665,P10000,1,35.45,0.0,36.13
O711665-2,O711665,P10098,1,28.5,0.0,28.93
O711666-1,O711666,P10295,1,8.09,0.0,8.07
O711666-2,O711666,P10013,1,16.01,0.0,16.23
O711666-3,O711666,P10397,1,14.64,0.0,14.62
O711667-1,O711667,P10401,1,19.02,0.05,18.32
O711668-1,O711668,P10092,1,17.94,0.1,16.29
O711668-2,O711668,P10428,1,29.42,0.0,29.41
O711668-3,O711668,P10170,1,12.04,0.2,9.46
O711668-4,O711668,P10416,1,19.07,0.2,15.46
O711668-5,O711668,P10206,2,17.37,0.0,17.23
O711669-1,O711669,P10348,1,38.22,0.15,32.56
O711669-2,O711669,P10110,1,37.7,0.1,33.26
O711669-3,O711669,P10206,1,17.37,0.2,14.13
O711670-1,O711670,P10062,1,17.43,0.0,17.76
O711670-2,O711670,P10441,1,19.63,0.0,19.33
O711671-1,O711671,P10030,1,30.33,0.2,24.27
O711672-1,O711672,P10335,1,24.61,0.05,23.7
O711672-2,O711672,P10019,3,23.11,0.05,21.66
O711673-1,O711673,P10120,1,11.67,0.0,11.71
O711673-2,O711673,P10368,1,15.45,0.0,15.39
O711674-1,O711674,P10260,1,15.56,0.0,15.3
O711674-2,O711674,P10303,1,8.48,0.0,8.45
O711675-1,O711675,P10343,2,11.29,0.0,11.36
O711675-2,O711675,P10305,1,13.74,0.1,12.15
O711675-3,O711675,P10216,1,21.08,0.2,16.94
O711675-4,O711675,P10351,1,16.71,0.2,13.12
O711676-1,O711676,P10381,1,14.26,0.0,14.31
O711677-1,O711677,P10202,1,18.28,0.0,18.31
O711677-2,O711677,P10238,1,30.55,0.0,30.73
O711677-3,O711677,P10111,2,33.71,0.0,33.82
O711678-1,O711678,P10091,1,17.76,0.1,16.16
O711679-1,O711679,P10258,1,68.19,0.0,67.54
O711680-1,O711680,P10363,1,10.92,0.0,11.11
O711680-2,O711680,P10295,1,8.09,0.05,7.71
O711680-3,O711680,P10125,1,46.62,0.15,39.75
O711681-1,O711681,P10019,3,23.11,0.0,23.25
O711682-1,O711682,P10402,1,20.33,0.2,16.47
O711683-1,O711683,P10250,1,46.32,0.0,45.5
O711684-1,O711684,P10193,1,4.99,0.0,4.96
O711685-1,O711685,P10113,1,4.99,0.1,4.49
O711685-2,O711685,P10088,2,20.45,0.05,19.68
O711685-3,O711685,P10068,1,29.32,0.0,29.55
O711685-4,O711685,P10150,1,35.08,0.0,35.49
O711686-1,O711686,P10181,1,9.23,0.0,9.05
O711687-1,O711687,P10424,1,37.45,0.0,36.87
O711688-1,O711688,P10155,1,6.92,0.0,7.0
O711688-2,O711688,P10410,1,9.02,0.0,9.02
O711689-1,O711689,P10139,2,6.18,0.0,6.29
O711690-1,O711690,P10229,1,24.01,0.0,24.45
O711690-2,O711690,P10077,1,13.77,0.0,13.96
O711691-1,O711691,P10071,1,16.49,0.0,16.45
O711692-1,O711692,P10332,1,16.62,0.0,16.55
O711693-1,O711693,P10173,2,60.55,0.0,61.68
O711693-2,O711693,P10058,1,23.66,0.0,24.05
O711693-3,O711693,P10427,3,10.92,0.0,10.94
O711694-1,O711694,P10075,1,20.43,0.0,20.04
O711694-2,O711694,P10289,1,94.21,0.0,95.85
O711695-1,O711695,P10172,1,29.83,0.0,29.89
O711696-1,O711696,P10094,1,31.45,0.15,27.24
O711697-1,O711697,P10259,1,20.63,0.0,20.51
O711698-1,O711698,P10155,3,6.92,0.1,6.19
O711698-2,O711698,P10432,1,9.87,0.1,8.97
O711699-1,O711699,P10144,2,40.35,0.1,36.61
O711700-1,O711700,P10444,1,14.69,0.0,14.65
O711700-2,O711700,P10099,1,24.92,0.0,24.96
O711701-1,O711701,P10066,1,31.97,0.0,31.4
O711701-2,O711701,P10313,1,17.48,0.1,15.58
O711702-1,O711702,P10081,1,7.71,0.0,7.85
O711703-1,O711703,P10065,1,25.54,0.0,26.01
O711703-2,O711703,P10291,1,25.29,0.0,25.17
O711703-3,O711703,P10217,2,12.64,0.0,12.76
O711704-1,O711704,P10235,2,14.67,0.0,14.86
O711704-2,O711704,P10238,1,30.55,0.0,30.75
O711705-1,O711705,P10152,1,21.97,0.1,19.43
O711706-1,O711706,P10240,1,7.87,0.15,6.69
O711707-1,O711707,P10443,1,39.42,0.0,39.99
O711708-1,O711708,P10023,1,14.24,0.0,14.02
O711708-2,O711708,P10449,1,14.23,0.0,14.14
O711708-3,O711708,P10340,2,8.79,0.0,8.88
O711709-1,O711709,P10359,3,17.97,0.0,17.84
O711710-1,O711710,P10029,2,20.14,0.15,16.85
O711710-2,O711710,P10317,1,27.12,0.1,24.79
O711710-3,O711710,P10075,2,20.43,0.0,20.48
O711710-4,O711710,P10429,1,11.57,0.2,9.42
O711711-1,O711711,P10070,1,27.84,0.1,25.12
O711712-1,O711712,P10304,2,35.5,0.0,35.71
O711712-2,O711712,P10030,2,30.33,0.0,30.51
O711712-3,O711712,P10068,1,29.32,0.0,29.85
O711712-4,O711712,P10054,1,19.69,0.0,19.93
O711713-1,O711713,P10283,1,11.6,0.0,11.68
O711713-2,O711713,P10079,1,22.95,0.0,23.31
O711713-3,O711713,P10343,1,11.29,0.0,11.13
O711714-1,O711714,P10290,1,21.55,0.2,16.92
O711714-2,O711714,P10302,1,12.19,0.0,11.97
O711715-1,O711715,P10158,1,9.36,0.2,7.39
O711716-1,O711716,P10303,1,8.48,0.0,8.41
O711716-2,O711716,P10207,1,20.04,0.0,20.4
O711716-3,O711716,P10413,1,35.5,0.0,35.57
O711716-4,O711716,P10375,1,10.63,0.0,10.62
O711716-5,O711716,P10376,1,28.54,0.0,28.07
O711717-1,O711717,P10180,1,20.7,0.0,20.97
O711717-2,O711717,P10417,1,31.52,0.0,31.25
O711717-3,O711717,P10332,1,16.62,0.0,16.47
O711718-1,O711718,P10194,2,12.98,0.05,12.53
O711719-1,O711719,P10297,2,5.2,0.0,5.13
O711720-1,O711720,P10022,1,24.36,0.15,20.91
O711720-2,O711720,P10424,2,37.45,0.1,34.35
O711721-1,O711721,P10035,1,14.18,0.0,14.29
O711721-2,O711721,P10310,2,23.18,0.0,22.98
O711721-3,O711721,P10256,3,24.13,0.0,24.48
O711722-1,O711722,P10151,2,32.55,0.0,32.7
O711722-2,O711722,P10153,1,10.85,0.05,10.43
O711722-3,O711722,P10084,1,26.31,0.1,23.58
O711722-4,O711722,P10128,1,37.56,0.15,31.68
O711723-1,O711723,P10098,2,28.5,0.15,23.8
O711724-1,O711724,P10165,1,8.69,0.0,8.72
O711724-2,O711724,P10287,1,30.66,0.0,30.9
O711725-1,O711725,P10267,1,25.06,0.05,23.64
O711725-2,O711725,P10042,2,13.9,0.2,10.97
O711726-1,O711726,P10124,2,10.79,0.2,8.8
O711726-2,O711726,P10140,1,21.97,0.05,20.76
O711727-1,O711727,P10372,1,35.35,0.0,35.98
O711727-2,O711727,P10288,1,10.92,0.0,10.73
O711727-3,O711727,P10091,1,17.76,0.0,17.72
O711728-1,O711728,P10365,1,25.56,0.2,20.56
O711729-1,O711729,P10164,2,15.8,0.0,15.69
O711730-1,O711730,P10062,1,17.43,0.0,17.27
O711730-2,O711730,P10143,2,32.46,0.05,31.24
O711730-3,O711730,P10124,1,10.79,0.1,9.77
O711731-1,O711731,P10333,2,20.96,0.2,16.71
O711731-2,O711731,P10309,1,13.63,0.2,10.69
O711731-3,O711731,P10106,2,47.59,0.05,46.0
O711732-1,O711732,P10019,1,23.11,0.2,18.6
O711732-2,O711732,P10127,1,41.08,0.2,32.95
O711732-3,O711732,P10396,2,15.85,0.1,14.32
O711732-4,O711732,P10101,1,30.53,0.0,30.71
O711732-5,O711732,P10137,1,12.7,0.15,10.72
O711733-1,O711733,P10271,2,28.22,0.0,28.53
O711734-1,O711734,P10423,1,10.11,0.0,10.01
O711734-2,O711734,P10313,2,17.48,0.0,17.29
O711735-1,O711735,P10314,1,11.88,0.0,11.69
O711736-1,O711736,P10063,1,16.11,0.2,13.09
O711736-2,O711736,P10307,1,23.27,0.1,20.76
O711737-1,O711737,P10098,1,28.5,0.15,23.95
O711737-2,O711737,P10092,1,17.94,0.2,14.21
O711738-1,O711738,P10277,1,25.91,0.0,25.88
O711739-1,O711739,P10310,1,23.18,0.0,23.06
O711739-2,O711739,P10088,1,20.45,0.0,20.37
O711740-1,O711740,P10171,1,19.56,0.0,19.71
O711740-2,O711740,P10252,1,12.33,0.0,12.18
O711741-1,O711741,P10414,3,12.2,0.2,9.69
O711742-1,O711742,P10320,2,62.18,0.0,62.21
O711743-1,O711743,P10435,1,19.26,0.0,19.29
O711743-2,O711743,P10126,2,29.59,0.1,26.72
O711743-3,O711743,P10195,1,12.75,0.0,12.74
O711743-4,O711743,P10164,1,15.8,0.1,14.43
O711744-1,O711744,P10341,1,5.78,0.05,5.49
O711744-2,O711744,P10363,1,10.92,0.15,9.2
O711745-1,O711745,P10260,1,15.56,0.15,13.19
O711745-2,O711745,P10413,1,35.5,0.1,31.53
O711746-1,O711746,P10203,1,21.44,0.0,21.27
O711746-2,O711746,P10248,1,15.91,0.0,16.0
O711747-1,O711747,P10447,1,20.73,0.15,17.4
O711747-2,O711747,P10247,1,22.66,0.0,22.68
O711747-3,O711747,P10430,1,22.0,0.0,21.72
O711747-4,O711747,P10353,1,18.13,0.0,18.2
O711748-1,O711748,P10160,2,16.1,0.05,15.35
O711748-2,O711748,P10220,1,9.79,0.05,9.47
O711748-3,O711748,P10351,1,16.71,0.1,15.18
O711749-1,O711749,P10053,1,14.0,0.1,12.72
O711750-1,O711750,P10329,1,9.49,0.2,7.68
O711750-2,O711750,P10155,1,6.92,0.1,6.15
O711751-1,O711751,P10097,2,28.05,0.0,28.61
O711751-2,O711751,P10317,1,27.12,0.0,27.1
O711751-3,O711751,P10440,1,12.38,0.0,12.48
O711752-1,O711752,P10313,1,17.48,0.0,17.75
O711753-1,O711753,P10324,1,41.63,0.2,33.68
O711753-2,O711753,P10323,1,45.18,0.05,42.42
O711754-1,O711754,P10236,1,27.04,0.0,26.65
O711755-1,O711755,P10416,3,19.07,0.2,15.09
O711756-1,O711756,P10158,1,9.36,0.0,9.2
O711757-1,O711757,P10247,1,22.66,0.2,18.41
O711757-2,O711757,P10342,1,58.11,0.2,47.18
O711757-3,O711757,P10428,1,29.42,0.2,23.24
O711758-1,O711758,P10031,3,11.71,0.15,9.8
O711759-1,O711759,P10292,1,22.85,0.0,22.7
O711759-2,O711759,P10173,2,60.55,0.0,59.8
O711760-1,O711760,P10293,2,4.99,0.0,4.91
O711760-2,O711760,P10231,2,11.41,0.0,11.27
O711760-3,O711760,P10179,1,94.48,0.0,93.4
O711761-1,O711761,P10136,1,10.08,0.0,10.14
O711761-2,O711761,P10091,1,17.76,0.0,17.73
O711762-1,O711762,P10283,2,11.6,0.0,11.81
O711762-2,O711762,P10389,1,13.0,0.0,13.01
O711763-1,O711763,P10122,1,8.16,0.15,6.97
O711763-2,O711763,P10448,1,8.7,0.2,7.07
O711763-3,O711763,P10293,2,4.99,0.2,3.93
O711764-1,O711764,P10046,1,83.95,0.0,82.56
O711765-1,O711765,P10119,3,14.38,0.0,14.45
O711766-1,O711766,P10380,2,12.53,0.0,12.6
O711766-2,O711766,P10262,2,22.71,0.0,22.5
O711766-3,O711766,P10111,1,33.71,0.0,33.6
O711767-1,O711767,P10069,1,9.67,0.05,9.04
O711768-1,O711768,P10157,3,9.4,0.0,9.49
O711768-2,O711768,P10156,1,40.12,0.0,40.15
O711769-1,O711769,P10037,1,8.62,0.0,8.76
O711769-2,O711769,P10285,2,10.52,0.0,10.63
O711770-1,O711770,P10442,1,18.07,0.1,16.45
O711770-2,O711770,P10066,1,31.97,0.0,32.08
O711770-3,O711770,P10026,1,36.59,0.2,28.96
O711770-4,O711770,P10239,1,11.41,0.05,10.72
O711770-5,O711770,P10444,2,14.69,0.2,11.72
O711771-1,O711771,P10438,1,28.3,0.0,28.45
O711771-2,O711771,P10280,1,29.5,0.0,28.92
O711772-1,O711772,P10281,1,23.78,0.05,22.73
O711772-2,O711772,P10116,1,32.39,0.1,29.65
O711772-3,O711772,P10106,1,47.59,0.05,44.47
O711773-1,O711773,P10057,1,5.3,0.0,5.31
O711773-2,O711773,P10302,1,12.19,0.0,12.42
O711773-3,O711773,P10383,3,18.39,0.0,18.62
O711774-1,O711774,P10001,1,74.17,0.2,59.79
O711775-1,O711775,P10315,1,8.23,0.0,8.28
O711775-2,O711775,P10436,1,30.93,0.0,30.41
O711775-3,O711775,P10428,2,29.42,0.0,29.84
O711776-1,O711776,P10201,1,57.85,0.15,49.91
O711776-2,O711776,P10361,1,22.6,0.1,20.06
O711776-3,O711776,P10011,1,19.23,0.05,18.19
O711777-1,O711777,P10174,1,26.26,0.0,26.28
O711778-1,O711778,P10195,3,12.75,0.0,12.51
O711778-2,O711778,P10366,1,40.91,0.2,32.32
O711778-3,O711778,P10221,1,53.27,0.0,53.92
O711779-1,O711779,P10058,1,23.66,0.0,23.82
O711780-1,O711780,P10211,1,36.36,0.1,32.54
O711780-2,O711780,P10385,2,5.83,0.2,4.64
O711781-1,O711781,P10370,2,38.12,0.15,32.7
O711782-1,O711782,P10447,1,20.73,0.0,20.38
O711782-2,O711782,P10056,1,17.84,0.0,18.17
O711783-1,O711783,P10166,1,16.56,0.05,15.91
O711784-1,O711784,P10432,1,9.87,0.0,10.06
O711785-1,O711785,P10353,2,18.13,0.0,18.02
O711786-1,O711786,P10153,1,10.85,0.0,11.05
O711786-2,O711786,P10336,1,13.26,0.0,13.48
O711787-1,O711787,P10145,1,43.64,0.0,44.07
O711787-2,O711787,P10387,1,32.5,0.05,30.43
O711788-1,O711788,P10344,2,17.08,0.2,13.69
O711788-2,O711788,P10332,1,16.62,0.2,13.55
O711788-3,O711788,P10163,1,10.85,0.15,9.39
O711789-1,O711789,P10323,1,45.18,0.05,42.46
O711789-2,O711789,P10175,1,26.03,0.05,25.04
O711790-1,O711790,P10394,3,11.97,0.0,11.77
O711791-1,O711791,P10445,1,18.42,0.0,18.6
O711791-2,O711791,P10222,1,63.32,0.0,64.17
O711792-1,O711792,P10090,3,29.7,0.0,30.02
O711792-2,O711792,P10221,1,53.27,0.0,53.94
O711793-1,O711793,P10378,2,14.5,0.0,14.76
O711794-1,O711794,P10006,2,48.82,0.0,48.94
O711795-1,O711795,P10267,1,25.06,0.0,24.91
O711796-1,O711796,P10232,3,16.33,0.2,13.05
O711796-2,O711796,P10440,1,12.38,0.2,10.02
O711797-1,O711797,P10274,2,16.28,0.15,13.88
O711798-1,O711798,P10151,3,32.55,0.0,33.02
O711799-1,O711799,P10250,2,46.32,0.0,47.15
O711799-2,O711799,P10311,2,49.66,0.0,48.82
O711799-3,O711799,P10259,1,20.63,0.0,20.99
O711799-4,O711799,P10014,1,68.49,0.0,67.83
O711799-5,O711799,P10162,1,38.37,0.0,38.34
O711800-1,O711800,P10075,1,20.43,0.0,20.75
O711801-1,O711801,P10287,2,30.66,0.0,31.15
O711801-2,O711801,P10200,1,30.74,0.0,30.78
O711802-1,O711802,P10448,1,8.7,0.0,8.78
O711802-2,O711802,P10231,1,11.41,0.0,11.52
O711803-1,O711803,P10042,2,13.9,0.2,11.26
O711803-2,O711803,P10044,1,47.24,0.0,48.13
O711803-3,O711803,P10315,1,8.23,0.1,7.38
O711803-4,O711803,P10430,1,22.0,0.05,21.31
O711804-1,O711804,P10402,1,20.33,0.0,20.5
O711805-1,O711805,P10110,1,37.7,0.0,38.43
O711806-1,O711806,P10336,1,13.26,0.05,12.49
O711806-2,O711806,P10236,1,27.04,0.15,22.59
O711806-3,O711806,P10400,1,20.64,0.0,20.51
O711807-1,O711807,P10365,2,25.56,0.0,25.39
O711808-1,O711808,P10232,1,16.33,0.2,13.18
O711809-1,O711809,P10415,3,20.68,0.05,19.72
O711809-2,O711809,P10338,2,26.23,0.15,22.58
O711809-3,O711809,P10246,1,39.36,0.1,35.13
O711810-1,O711810,P10028,2,14.13,0.1,12.89
O711810-2,O711810,P10058,1,23.66,0.1,20.99
O711810-3,O711810,P10093,1,8.84,0.2,6.95
O711810-4,O711810,P10067,1,21.23,0.05,19.89
O711811-1,O711811,P10141,1,22.07,0.0,21.93
O711812-1,O711812,P10447,1,20.73,0.0,21.03
O711812-2,O711812,P10127,1,41.08,0.0,40.44
O711812-3,O711812,P10386,1,32.71,0.0,32.47
O711812-4,O711812,P10189,1,30.83,0.0,30.67
O711812-5,O711812,P10036,3,11.09,0.0,11.15
O711813-1,O711813,P10128,3,37.56,0.0,36.86
O711813-2,O711813,P10231,1,11.41,0.0,11.54
O711813-3,O711813,P10335,1,24.61,0.0,24.66
O711814-1,O711814,P10208,1,25.39,0.0,25.08
O711814-2,O711814,P10268,1,13.82,0.0,13.63
O711815-1,O711815,P10232,1,16.33,0.0,16.07
O711816-1,O711816,P10070,1,27.84,0.05,25.96
O711816-2,O711816,P10121,1,36.12,0.2,28.8
O711817-1,O711817,P10044,1,47.24,0.2,38.16
O711817-2,O711817,P10446,1,14.18,0.2,11.34
O711817-3,O711817,P10166,1,16.56,0.15,14.29
O711818-1,O711818,P10161,3,24.51,0.0,24.13
O711819-1,O711819,P10102,2,11.91,0.05,11.29
O711819-2,O711819,P10257,1,30.24,0.0,30.06
O711820-1,O711820,P10123,1,49.83,0.0,49.62
O711820-2,O711820,P10118,1,19.26,0.0,19.18
O711821-1,O711821,P10089,2,14.4,0.1,12.75
O711821-2,O711821,P10102,1,11.91,0.0,11.85
O711822-1,O711822,P10381,1,14.26,0.0,14.01
O711823-1,O711823,P10192,1,31.44,0.05,30.41
O711823-2,O711823,P10124,2,10.79,0.1,9.74
O711823-3,O711823,P10200,1,30.74,0.05,29.65
O711823-4,O711823,P10394,1,11.97,0.0,11.76
O711823-5,O711823,P10134,1,19.43,0.0,19.4
O711824-1,O711824,P10255,1,17.69,0.15,15.25
O711825-1,O711825,P10060,1,21.06,0.05,19.64
O711825-2,O711825,P10421,1,25.02,0.2,19.8
O711826-1,O711826,P10081,1,7.71,0.0,7.8
O711827-1,O711827,P10338,2,26.23,0.0,26.19
O711828-1,O711828,P10041,1,36.05,0.1,33.03
O711829-1,O711829,P10005,2,10.06,0.2,7.93
O711829-2,O711829,P10270,1,9.27,0.0,9.24
O711830-1,O711830,P10292,2,22.85,0.0,22.98
O711830-2,O711830,P10019,1,23.11,0.05,22.25
O711830-3,O711830,P10153,2,10.85,0.15,9.38
O711831-1,O711831,P10440,1,12.38,0.0,12.39
O711831-2,O711831,P10142,2,37.74,0.0,38.38
O711832-1,O711832,P10235,1,14.67,0.2,11.64
O711832-2,O711832,P10018,1,17.3,0.05,16.27
O711833-1,O711833,P10328,1,34.47,0.2,27.3
O711834-1,O711834,P10078,1,42.25,0.15,35.7
O711834-2,O711834,P10014,1,68.49,0.2,54.68
O711834-3,O711834,P10186,2,26.03,0.1,23.22
O711835-1,O711835,P10197,2,51.01,0.0,51.27
O711835-2,O711835,P10407,1,46.21,0.0,45.51
O711836-1,O711836,P10191,1,89.49,0.0,90.32
O711836-2,O711836,P10172,2,29.83,0.0,29.73
O711837-1,O711837,P10115,1,10.53,0.0,10.6
O711838-1,O711838,P10273,1,26.52,0.1,23.74
O711839-1,O711839,P10216,2,21.08,0.0,20.68
O711840-1,O711840,P10346,2,19.54,0.2,15.38
O711840-2,O711840,P10113,1,4.99,0.15,4.24
O711841-1,O711841,P10419,1,29.63,0.2,23.24
O711841-2,O711841,P10238,1,30.55,0.15,25.87
O711842-1,O711842,P10245,1,44.07,0.0,43.64
O711842-2,O711842,P10179,1,94.48,0.2,76.11
O711843-1,O711843,P10136,2,10.08,0.0,9.92
O711844-1,O711844,P10133,1,21.43,0.15,17.96
O711845-1,O711845,P10180,1,20.7,0.0,20.6
O711845-2,O711845,P10267,2,25.06,0.0,24.72
O711846-1,O711846,P10272,3,29.91,0.0,30.14
O711846-2,O711846,P10362,2,6.01,0.0,5.99
O711847-1,O711847,P10232,3,16.33,0.0,16.19
O711847-2,O711847,P10193,1,4.99,0.0,5.02
O711847-3,O711847,P10366,2,40.91,0.0,40.86
O711848-1,O711848,P10072,1,15.73,0.0,15.87
O711848-2,O711848,P10089,2,14.4,0.0,14.48
O711849-1,O711849,P10176,2,24.38,0.15,20.58
O711850-1,O711850,P10241,1,21.38,0.0,21.27
O711850-2,O711850,P10065,2,25.54,0.0,25.25
O711850-3,O711850,P10412,1,18.33,0.0,18.42
O711850-4,O711850,P10125,1,46.62,0.0,47.46
O711851-1,O711851,P10256,1,24.13,0.0,23.7
O711851-2,O711851,P10073,1,27.92,0.0,28.26
O711851-3,O711851,P10216,2,21.08,0.0,21.2
O711852-1,O711852,P10287,1,30.66,0.0,30.84
O711852-2,O711852,P10136,2,10.08,0.1,8.93
O711853-1,O711853,P10434,1,29.79,0.05,27.8
O711853-2,O711853,P10137,1,12.7,0.15,10.87
O711854-1,O711854,P10313,1,17.48,0.2,14.13
O711855-1,O711855,P10226,1,24.54,0.05,23.34
O711856-1,O711856,P10297,1,5.2,0.0,5.29
O711857-1,O711857,P10406,3,27.63,0.0,27.98
O711858-1,O711858,P10017,1,9.79,0.15,8.36
O711858-2,O711858,P10415,1,20.68,0.1,18.43
O711859-1,O711859,P10151,2,32.55,0.0,32.99
O711860-1,O711860,P10325,1,14.76,0.0,14.77
O711861-1,O711861,P10209,1,28.68,0.0,29.12
O711862-1,O711862,P10344,2,17.08,0.15,14.31
O711863-1,O711863,P10311,1,49.66,0.0,49.17
O711863-2,O711863,P10263,1,5.26,0.0,5.34
O711863-3,O711863,P10103,1,51.16,0.0,51.96
O711864-1,O711864,P10405,1,14.8,0.0,14.93
O711865-1,O711865,P10339,1,31.26,0.0,31.79
O711865-2,O711865,P10438,1,28.3,0.0,28.31
O711866-1,O711866,P10230,1,37.06,0.0,36.35
O711867-1,O711867,P10345,1,34.0,0.0,34.52
O711868-1,O711868,P10047,1,19.69,0.2,15.96
O711868-2,O711868,P10006,1,48.82,0.05,45.58
O711869-1,O711869,P10048,1,19.69,0.0,19.74
O711869-2,O711869,P10105,1,35.14,0.0,34.66
O711870-1,O711870,P10229,1,24.01,0.1,21.73
O711870-2,O711870,P10420,2,30.68,0.05,28.66
O711870-3,O711870,P10320,1,62.18,0.05,59.86
O711871-1,O711871,P10258,1,68.19,0.0,67.34
O711872-1,O711872,P10361,1,22.6,0.0,22.9
O711873-1,O711873,P10247,2,22.66,0.0,23.06
O711874-1,O711874,P10266,1,20.39,0.1,18.33
O711875-1,O711875,P10297,1,5.2,0.0,5.11
O711875-2,O711875,P10144,2,40.35,0.0,40.19
O711876-1,O711876,P10120,1,11.67,0.0,11.44
O711876-2,O711876,P10093,2,8.84,0.0,8.73
O711877-1,O711877,P10239,1,11.41,0.0,11.37
O711877-2,O711877,P10266,1,20.39,0.0,20.26
O711878-1,O711878,P10246,1,39.36,0.1,35.33
O711878-2,O711878,P10005,1,10.06,0.15,8.5
O711879-1,O711879,P10122,1,8.16,0.0,8.08
O711880-1,O711880,P10283,2,11.6,0.0,11.38
O711881-1,O711881,P10112,1,9.37,0.0,9.24
O711881-2,O711881,P10161,1,24.51,0.0,24.48
O711882-1,O711882,P10125,1,46.62,0.1,42.22
O711883-1,O711883,P10326,1,10.41,0.0,10.57
O711883-2,O711883,P10090,1,29.7,0.0,29.56
O711883-3,O711883,P10122,2,8.16,0.0,8.15
O711884-1,O711884,P10164,1,15.8,0.0,15.96
O711884-2,O711884,P10421,1,25.02,0.0,25.5
O711885-1,O711885,P10062,1,17.43,0.0,17.64
O711886-1,O711886,P10157,1,9.4,0.0,9.35
O711887-1,O711887,P10440,1,12.38,0.1,11.02
O711887-2,O711887,P10332,1,16.62,0.0,16.51
O711888-1,O711888,P10247,1,22.66,0.0,22.83
O711889-1,O711889,P10357,1,20.3,0.1,18.34
O711889-2,O711889,P10190,1,12.46,0.1,11.39
O711890-1,O711890,P10325,1,14.76,0.0,14.98
O711891-1,O711891,P10303,3,8.48,0.05,8.1
O711892-1,O711892,P10363,1,10.92,0.0,11.12
O711893-1,O711893,P10124,1,10.79,0.15,9.28
O711894-1,O711894,P10350,1,9.49,0.0,9.36
O711895-1,O711895,P10001,1,74.17,0.05,69.13
O711896-1,O711896,P10101,1,30.53,0.05,29.36
O711896-2,O711896,P10415,1,20.68,0.05,19.36
O711897-1,O711897,P10195,1,12.75,0.0,12.93
O711898-1,O711898,P10138,1,21.2,0.0,21.11
O711899-1,O711899,P10120,2,11.67,0.05,11.04
O711900-1,O711900,P10444,1,14.69,0.0,14.41
O711900-2,O711900,P10298,1,18.45,0.0,18.2
O711901-1,O711901,P10036,1,11.09,0.0,11.12
O711901-2,O711901,P10098,2,28.5,0.0,28.88
O711901-3,O711901,P10421,2,25.02,0.0,24.96
