refund_id,order_id,order_item_id,refund_ts,refund_amount,refund_reason
RL2VF4B409K,O705519,O705519-1,2025-10-10 17:46:07,47.07,cancel
RPG4NXO8CO4,O705554,O705554-1,2025-06-15 11:54:51,20.09,return
RN8GUA9SRDX,O705581,O705581-1,2025-04-16 18:42:04,10.25,return
R5A3BVYP9SX,O705584,O705584-1,2025-09-02 14:51:51,7.94,return
RPX878NHH6R,O705584,O705584-2,2025-09-10 14:51:51,27.58,return
RJQLQZ2V4Z6,O705604,O705604-1,2025-02-01 17:33:09,17.07,return
R6PJ4ZPLZX3,O705613,O705613-1,2025-02-02 22:28:15,21.31,return
RU5VOCJGBRQ,O705613,O705613-2,2025-02-01 22:28:15,5.73,return
R3UC1X82JHD,O705617,O705617-1,2025-12-18 19:17:57,15.52,return
RZLGF6UMKKD,O705617,O705617-2,2025-12-26 19:17:57,132.41,return
RP5AG3V67B4,O705619,O705619-1,2025-06-08 21:02:18,17.13,return
RQ0NNQUFBMI,O705619,O705619-2,2025-05-28 21:02:18,7.69,return
RTXL6SN8KQX,O705624,O705624-1,2025-12-08 03:17:31,9.07,return
R2J1V4OU9S3,O705644,O705644-1,2025-05-24 20:39:19,14.38,return
RKWFJTTF6FT,O705656,O705656-1,2025-11-05 19:07:05,7.24,return
RYKSMFGHEE1,O705692,O705692-1,2025-05-30 09:42:46,5.03,cancel
R2YRI2KLLQS,O705692,O705692-2,2025-05-30 07:42:46,20.38,cancel
ROQ1ALYHM5J,O705712,O705712-2,2025-06-14 11:22:20,10.05,return
RSVUGNHTVEX,O705732,O705732-1,2025-12-22 20:18:03,21.77,return
RJJV5B80O2U,O705732,O705732-2,2026-01-03 20:18:03,23.94,return
R1VFXP3V4AW,O705732,O705732-3,2026-01-10 20:18:03,4.61,return
ROD6R02WPOC,O705743,O705743-1,2026-01-01 19:24:56,41.99,return
RL9ZWL473WL,O705743,O705743-2,2026-01-13 19:24:56,22.15,return
RW1W66KWO1F,O705754,O705754-1,2025-07-24 05:48:57,10.86,return
R2TDPOGRA8Y,O705761,O705761-1,2025-12-12 16:31:50,24.46,return
R6V8HBDY0LA,O705761,O705761-2,2025-11-25 16:31:50,9.64,return
RNGKE29S49I,O705780,O705780-1,2025-06-30 07:31:51,16.36,return
RVIL9CV66E1,O705791,O705791-1,2025-01-21 16:30:51,9.24,cancel
R7DEPV3WG7C,O705809,O705809-2,2025-03-10 08:25:05,20.8,return
RLI29O2NXAU,O705809,O705809-3,2025-03-12 08:25:05,22.09,return
RD5M6B4WHSV,O705811,O705811-1,2025-04-13 18:40:54,25.86,return
RIGVTG4GU4R,O705811,O705811-2,2025-04-25 18:40:54,13.1,return
RL0XWY0LYNH,O705833,O705833-1,2025-10-16 11:22:06,6.65,return
RON9Q34H8AJ,O705845,O705845-2,2025-07-29 00:00:34,4.15,cancel
RKRZPZHLYST,O705853,O705853-1,2025-03-13 14:42:53,35.7,return
R4F6VLZHO04,O705853,O705853-2,2025-03-02 14:42:53,44.9,return
RJOASAODOH1,O705857,O705857-1,2025-02-21 09:34:28,11.62,return
RC3OTUDCZ18,O705881,O705881-1,2025-07-12 06:31:46,10.97,cancel
ROYMXI26ZAZ,O705883,O705883-1,2025-06-25 01:26:34,50.25,return
RM6UQD2UOLT,O705913,O705913-1,2025-05-19 14:03:57,31.36,return
RUGPZ46WNUS,O705918,O705918-1,2025-09-13 02:40:47,5.15,cancel
RDVLN1MUBBG,O705934,O705934-1,2025-05-11 12:37:50,17.18,return
R7VV8EK6UW3,O705939,O705939-1,2025-07-02 21:16:57,9.37,return
R427QSFO6UT,O705955,O705955-1,2025-03-25 04:29:59,9.48,return
RIOLY3EKNTK,O705972,O705972-3,2025-11-06 08:42:10,4.48,cancel
RUX50MMPS03,O705989,O705989-1,2025-10-25 21:41:22,11.01,cancel
RKG0MJAIQ5S,O705992,O705992-1,2025-10-19 15:38:12,5.8,return
RRQMPQ5QYLN,O706001,O706001-1,2025-03-23 21:37:45,15.23,return
RDWVHNZOGQJ,O706017,O706017-2,2025-05-11 02:11:32,19.55,cancel
RGMG6CMNBVW,O706047,O706047-1,2025-12-21 15:23:25,4.95,return
R6H1D9SMGP4,O706047,O706047-2,2025-12-12 15:23:25,51.83,return
R33SW0BKNU3,O706066,O706066-1,2025-05-13 02:41:13,10.33,return
R8QM5HT2IQN,O706066,O706066-2,2025-05-13 02:41:13,15.91,return
R86LWNV2YJ7,O706066,O706066-3,2025-05-19 02:41:13,25.24,return
R9LVQP8S2KG,O706077,O706077-2,2025-11-05 18:48:31,17.33,cancel
RPT4126KRUZ,O706093,O706093-1,2025-10-10 08:19:52,38.79,return
RAWX4BKDDXD,O706093,O706093-2,2025-09-30 08:19:52,92.31,return
RPQ9R6UXTXQ,O706116,O706116-1,2025-05-02 08:23:16,14.34,return
R7Q7KM18AHF,O706129,O706129-1,2025-09-19 18:41:37,13.43,return
RWDSLWFJ7ST,O706138,O706138-1,2025-11-22 11:22:12,28.93,return
RAT62RMPXUG,O706168,O706168-1,2025-02-05 01:51:24,23.01,return
RSKRX6PWRCO,O706168,O706168-2,2025-02-04 01:51:24,55.96,return
RGIJYKJYC8J,O706174,O706174-1,2025-07-28 07:51:47,7.3,return
RD6FXU8OW9B,O706174,O706174-3,2025-08-05 07:51:47,9.44,return
RVNK7FKQYEQ,O706176,O706176-1,2025-01-24 05:04:57,41.38,return
RO2DGE75W45,O706178,O706178-1,2025-11-10 00:50:56,19.85,cancel
RB8FF5BV29T,O706190,O706190-1,2025-02-11 20:12:03,15.6,return
RIDW3IS723B,O706190,O706190-2,2025-02-06 20:12:03,3.69,return
ROFOSBPR1D5,O706199,O706199-1,2025-09-23 16:28:01,31.5,cancel
RGSHG5I9P01,O706203,O706203-1,2025-02-06 14:56:17,38.28,return
RWU7AYH3EIP,O706207,O706207-1,2025-09-07 00:57:17,26.61,return
RO0YS7XCCSK,O706233,O706233-1,2025-10-05 18:46:19,61.24,return
R53QFK9Q68I,O706251,O706251-2,2025-05-04 16:03:19,38.95,return
R3HECF61J3I,O706262,O706262-1,2025-10-07 20:55:32,8.63,cancel
R5KAULWVNEY,O706263,O706263-1,2025-04-28 18:05:23,13.16,return
R6S20KMB242,O706279,O706279-1,2025-07-29 01:14:05,20.71,cancel
RLZSE7ZPSE7,O706279,O706279-3,2025-07-28 20:14:05,20.33,cancel
RGJ12LM66O5,O706282,O706282-1,2025-03-06 15:43:59,20.63,return
RLDS1MI3ON8,O706302,O706302-1,2025-12-06 18:57:12,8.94,cancel
RAOLUMAUYI0,O706335,O706335-1,2025-07-04 22:55:38,30.07,return
RAIDECTK730,O706344,O706344-2,2025-05-26 23:57:46,33.64,return
RCAEC69NBJL,O706344,O706344-3,2025-06-06 23:57:46,24.99,return
R1YYPQSIQ4A,O706350,O706350-2,2025-04-12 21:44:05,16.45,return
R6SUMITC37D,O706377,O706377-1,2025-02-24 12:45:37,27.89,cancel
RYSDT2DLG64,O706379,O706379-1,2025-06-27 22:38:49,15.61,return
RF0OX4W0TU0,O706387,O706387-2,2025-02-07 12:33:44,8.5,return
RYO7KL4QDRW,O706388,O706388-1,2025-03-27 06:51:04,4.48,cancel
RF2CGASX6AK,O706406,O706406-2,2025-05-02 00:52:48,20.85,return
RW8KTCRL1T8,O706406,O706406-3,2025-05-06 00:52:48,61.09,return
R1D0UULQ3PD,O706410,O706410-1,2025-04-06 11:07:01,59.7,return
RFWODAG6Z4P,O706440,O706440-2,2025-09-10 13:13:45,4.62,cancel
RAPAP9WSIR6,O706454,O706454-1,2025-08-01 01:05:28,53.26,return
R9FMSYOU1Z8,O706454,O706454-2,2025-08-04 01:05:28,27.85,return
R0NJ1NJ8UQV,O706454,O706454-3,2025-07-21 01:05:28,12.97,return
RDGZEZU4CBK,O706456,O706456-1,2025-08-10 06:59:23,3.46,cancel
RD8TRQPGOIJ,O706493,O706493-1,2026-01-15 00:14:22,22.55,return
R8O1IHMY7ZW,O706498,O706498-3,2025-06-03 06:37:23,16.26,cancel
RO8I3GVH4C3,O706505,O706505-1,2025-04-09 10:26:11,85.54,return
RCCW36EUNF3,O706513,O706513-2,2025-06-08 07:02:40,7.83,return
RF20S7EOT4V,O706550,O706550-1,2025-03-04 04:20:36,26.81,return
RZATBLQHEWA,O706558,O706558-2,2025-03-20 05:07:49,17.61,return
RN1IZ9G9Z1R,O706572,O706572-1,2025-03-08 01:42:48,20.45,return
RET92DZ6WEI,O706610,O706610-1,2025-10-23 07:07:55,14.24,return
R3JXDDGTOL3,O706615,O706615-1,2025-09-15 17:20:59,18.46,return
RPY7VPURF16,O706663,O706663-1,2025-07-03 19:43:21,10.92,cancel
RB4HIZGGP2Y,O706669,O706669-1,2025-12-07 07:08:08,17.43,return
RWM1986QUOW,O706669,O706669-2,2025-12-18 07:08:08,13.49,return
RFW6VQJH12J,O706673,O706673-2,2025-05-27 19:05:22,25.52,return
RFXK572LC31,O706686,O706686-1,2025-08-03 18:27:18,18.66,return
RKQ1NDV86F1,O706688,O706688-1,2025-06-19 12:49:57,25.61,return
RVPY03BP85N,O706688,O706688-2,2025-06-29 12:49:57,94.36,return
RN3JGXNMHPG,O706692,O706692-2,2025-08-26 04:41:59,18.99,return
RDOL43X4ELF,O706693,O706693-1,2025-05-06 23:09:52,4.78,return
R8ZWL3GCPCM,O706723,O706723-1,2025-01-26 22:30:40,14.26,return
RUH6DSXMS6O,O706737,O706737-1,2025-03-05 14:40:32,22.38,return
RTKXA40UDFT,O706739,O706739-1,2025-09-21 22:07:49,6.86,return
R5XZXZ4OB7A,O706746,O706746-1,2025-05-14 13:25:50,39.55,return
RLYWVTR8PMK,O706746,O706746-2,2025-05-17 13:25:50,33.77,return
RLNQK79HQC8,O706791,O706791-3,2025-03-04 11:42:09,27.11,return
REK8X6F4T1P,O706803,O706803-1,2025-03-25 16:19:20,14.57,return
REJKJQM5I0C,O706813,O706813-1,2025-04-24 05:58:40,16.71,return
RO4C4Y4IYL5,O706819,O706819-1,2025-10-04 03:11:25,12.22,return
RWYGUGY3JOX,O706827,O706827-1,2025-06-08 23:36:44,12.37,cancel
RF5LCNENJ55,O706830,O706830-2,2025-12-31 16:25:53,21.69,return
ROYZM61L8Z5,O706830,O706830-3,2026-01-10 16:25:53,51.5,return
RHOFHABR5PU,O706832,O706832-1,2025-08-28 15:32:10,10.69,return
R7KA11DNIGG,O706832,O706832-2,2025-08-13 15:32:10,47.97,return
R0XGMTI0YHM,O706845,O706845-1,2025-01-14 08:33:00,17.65,return
RN5G1Y23WO6,O706845,O706845-2,2025-01-08 08:33:00,24.28,return
RJT4F7CV59Q,O706853,O706853-1,2025-06-21 01:09:37,11.23,cancel
RPWK6L2PKK7,O706858,O706858-1,2025-07-30 05:47:01,14.13,return
R0L0Q1E8BGJ,O706858,O706858-2,2025-08-08 05:47:01,45.32,return
R087I6QEWOQ,O706858,O706858-3,2025-08-04 05:47:01,38.34,return
R4XP4EIHWTX,O706864,O706864-1,2025-01-13 19:30:16,47.01,return
RDNGQ5TI7PZ,O706864,O706864-2,2025-01-21 19:30:16,40.14,return
R7L7LSURJ58,O706865,O706865-2,2025-09-30 13:15:05,13.34,cancel
RIOFSSX93SB,O706874,O706874-1,2025-02-25 12:22:51,27.87,return
RM9Z9T9XIMU,O706895,O706895-1,2025-05-23 02:17:26,2.88,cancel
RFNFL740HNX,O706897,O706897-1,2025-04-24 06:18:39,15.78,return
RI0H5BZJGXM,O706897,O706897-2,2025-04-18 06:18:39,37.73,return
R0UVEAW20HW,O706899,O706899-1,2025-07-19 04:36:54,3.05,cancel
RCQSQ96SEN3,O706906,O706906-2,2025-12-01 12:29:34,38.33,cancel
R8EQCVXHKZF,O706969,O706969-1,2025-12-31 05:45:03,71.96,return
RJJFUBQNQAC,O706975,O706975-1,2025-12-29 06:50:31,28.54,cancel
R3AMCRN4C1J,O706978,O706978-1,2025-04-16 16:24:23,33.71,cancel
RAX54BPNE2X,O706997,O706997-1,2025-11-24 09:47:16,45.95,return
RT2201YJRHB,O706997,O706997-2,2025-11-02 09:47:16,64.14,return
RECA1LQPFME,O706997,O706997-3,2025-11-07 09:47:16,53.44,return
RRD02HG4C67,O707004,O707004-1,2025-07-09 21:56:28,3.13,cancel
R2ECFFF0DQO,O707015,O707015-1,2026-01-18 21:18:08,25.31,return
ROM5LQMSAAT,O707020,O707020-1,2025-08-13 23:53:41,27.71,return
RDB5TU7FJIS,O707020,O707020-2,2025-08-18 23:53:41,38.47,return
R1D2T9XQM8I,O707020,O707020-3,2025-08-02 23:53:41,13.33,return
RSQS0JB6BF1,O707024,O707024-1,2025-06-13 04:11:05,55.25,return
RAHK2YSKQ1P,O707039,O707039-1,2025-10-17 00:32:18,35.79,return
RO5DJJ4BZSX,O707039,O707039-3,2025-10-23 00:32:18,19.58,return
RKXLFBC0052,O707048,O707048-1,2025-06-19 21:06:47,11.3,return
RBJ2A1X7F64,O707071,O707071-1,2025-12-11 02:34:16,7.6,cancel
R92EQAV1CLS,O707075,O707075-1,2025-07-13 07:43:33,15.6,return
RQYRM5M5V80,O707075,O707075-2,2025-07-23 07:43:33,10.47,return
RLJJPQZ7EMX,O707103,O707103-1,2025-04-05 04:03:49,5.34,return
R70XJMXT3FR,O707123,O707123-1,2025-03-17 10:38:11,46.63,return
RXPK2D5PR2A,O707123,O707123-2,2025-02-25 10:38:11,20.41,return
RBRQGXNJZ93,O707124,O707124-1,2025-09-18 10:55:48,5.38,return
RR6LYWAV2BW,O707124,O707124-2,2025-09-16 10:55:48,16.82,return
RWGZHCM9IPA,O707163,O707163-1,2025-07-08 00:04:40,36.07,return
RDXIDAEXH0J,O707172,O707172-1,2025-06-06 21:07:03,14.72,cancel
RLWDXMGHKR7,O707194,O707194-1,2025-08-07 03:01:02,28.95,return
RUPQ8VNUUQY,O707222,O707222-1,2025-04-26 06:48:13,6.64,return
RS7G67A0I0C,O707227,O707227-1,2025-04-23 07:03:17,4.3,return
R0PRMN13G8X,O707229,O707229-1,2025-06-23 12:33:54,29.68,cancel
R0ZYDU4X6M8,O707231,O707231-1,2025-07-21 06:44:16,28.32,return
R3BGPIHK243,O707231,O707231-2,2025-08-05 06:44:16,21.01,return
RUWS3ZRTVC0,O707231,O707231-3,2025-07-23 06:44:16,5.61,return
REP77NG6F0Y,O707236,O707236-1,2025-01-24 09:28:28,27.4,return
RDC9ANMU822,O707237,O707237-1,2025-09-30 20:26:50,15.98,return
RSX9XKZ1SRT,O707248,O707248-2,2025-03-11 01:25:59,4.72,cancel
RFXCM9HK4ZD,O707256,O707256-1,2025-12-09 06:13:14,4.22,cancel
RBNAB96N6KC,O707258,O707258-1,2025-09-20 22:38:42,15.45,return
RCPDRCVSLMW,O707258,O707258-2,2025-09-05 22:38:42,18.0,return
RCW6AKB380W,O707288,O707288-1,2025-11-23 17:39:23,99.39,return
RCIMQY2SJRQ,O707294,O707294-1,2025-07-21 13:25:13,11.22,cancel
RIK4MA9AD2M,O707313,O707313-2,2025-04-15 23:33:00,71.28,return
RYSM5CQ2BA6,O707313,O707313-3,2025-03-31 23:33:00,11.25,return
RRL1ONY5XZT,O707318,O707318-1,2025-01-03 15:02:52,3.31,cancel
RCYKPD6YR3V,O707318,O707318-3,2025-01-04 03:02:52,15.75,cancel
RF4LXG0AA23,O707322,O707322-1,2025-04-16 09:47:36,8.64,return
RYHBHA9AIQV,O707322,O707322-2,2025-04-10 09:47:36,14.94,return
R3IFQS2TKQG,O707324,O707324-2,2025-03-12 00:24:30,31.84,return
R07K7S014SF,O707324,O707324-4,2025-03-11 00:24:30,31.93,return
RWCHENLNS1S,O707336,O707336-2,2025-05-26 14:24:03,85.12,return
RF8FKTMG0S6,O707336,O707336-3,2025-06-09 14:24:03,39.31,return
RJAO847ND99,O707346,O707346-1,2025-02-08 07:31:05,45.73,cancel
RQSM59FRXP1,O707349,O707349-2,2025-06-22 16:57:56,15.34,return
RIG4XENG74L,O707349,O707349-3,2025-06-30 16:57:56,218.02,return
RMXKF5PPIB0,O707352,O707352-1,2025-03-22 02:11:23,7.53,return
RMWCIPX84P3,O707352,O707352-2,2025-03-05 02:11:23,5.7,return
ROPW6OY1FX9,O707401,O707401-1,2025-06-25 13:43:57,11.3,cancel
RY6G1174R4B,O707406,O707406-1,2025-07-26 21:14:53,23.68,return
RQ014NGZFMY,O707407,O707407-1,2025-05-12 23:21:08,6.41,return
RZN2XUI4OWX,O707414,O707414-1,2025-04-27 20:36:56,5.4,return
RDESGMXPKCL,O707429,O707429-1,2025-11-19 19:51:58,88.91,return
ROZOU7NS1MJ,O707441,O707441-1,2025-06-22 01:10:58,11.64,return
R2HVL5FI74Y,O707441,O707441-2,2025-06-05 01:10:58,39.75,return
RBSH76RBHEK,O707441,O707441-3,2025-06-09 01:10:58,15.55,return
RXF1B352JKU,O707450,O707450-2,2025-11-22 11:11:49,2.82,cancel
R4X1U7XHEE3,O707458,O707458-2,2025-11-25 07:52:11,11.03,return
R6CD6IZF0OF,O707480,O707480-2,2025-01-05 03:36:38,6.66,cancel
RACSXEH3YPC,O707485,O707485-2,2025-03-20 00:59:19,7.12,return
RYD8UVVT0QK,O707485,O707485-3,2025-03-18 00:59:19,44.43,return
RXAP328087B,O707485,O707485-4,2025-03-18 00:59:19,19.5,return
RHIIC46KBFW,O707493,O707493-1,2025-07-21 12:10:51,54.78,return
ROVRT88L31I,O707493,O707493-2,2025-07-13 12:10:51,14.76,return
RLQI3Q8GGIF,O707493,O707493-3,2025-07-22 12:10:51,49.77,return
R0K462P9Y70,O707509,O707509-1,2025-11-11 15:40:44,13.67,cancel
RUYKIAZYRRJ,O707522,O707522-1,2025-12-25 17:11:06,25.03,return
RBMW5ZRJAN7,O707546,O707546-1,2025-04-25 04:18:58,70.32,return
R2CHAGEVZ8I,O707552,O707552-1,2025-03-08 06:15:14,53.08,return
RSVSG9H14X2,O707552,O707552-2,2025-03-18 06:15:14,62.0,return
R4A5XTP8WVP,O707568,O707568-1,2025-10-14 09:30:09,10.23,return
R50HT5IPJ0V,O707568,O707568-2,2025-10-02 09:30:09,8.01,return
RZZFO0P5LG0,O707575,O707575-1,2025-04-16 02:59:03,30.32,return
RE16UMJB90D,O707587,O707587-1,2025-09-15 23:37:42,3.74,cancel
RQYHMDHRTCY,O707587,O707587-2,2025-09-15 04:37:42,10.55,cancel
RUAKLTVVOHD,O707590,O707590-1,2025-11-01 14:19:52,9.79,cancel
RIW0QA8MH7S,O707595,O707595-1,2026-01-02 19:22:55,26.87,return
RYQE8E5PBG0,O707595,O707595-2,2025-12-16 19:22:55,29.11,return
RXKXBKK0KAN,O707600,O707600-1,2026-01-03 13:12:28,16.5,return
R51ABA2HJ27,O707618,O707618-1,2025-04-25 20:09:57,15.54,return
RS0WG6SUVDE,O707629,O707629-1,2025-05-10 22:40:52,23.46,return
RHJ7WX6QQRD,O707638,O707638-1,2025-12-29 18:16:22,57.65,return
RB7XO153T3A,O707638,O707638-2,2026-01-07 18:16:22,50.36,return
RXDOJYYRO8K,O707638,O707638-3,2026-01-09 18:16:22,29.02,return
RN7398LWLZF,O707638,O707638-5,2026-01-16 18:16:22,19.76,return
RQRXOI93AYI,O707649,O707649-1,2025-12-27 00:07:07,16.4,return
ROC482WF80E,O707659,O707659-1,2025-11-02 12:25:46,118.96,return
RZ1W2N2IMAW,O707659,O707659-2,2025-11-12 12:25:46,20.31,return
RCDKNFWOC57,O707659,O707659-3,2025-10-21 12:25:46,13.29,return
R2NOEPP3V18,O707670,O707670-1,2025-04-03 20:17:17,10.11,return
R8WTJL6MNHQ,O707670,O707670-2,2025-03-26 20:17:17,19.25,return
R8P4AA3NF0A,O707698,O707698-1,2025-05-24 13:58:35,9.21,return
RGOPH5S8DQV,O707698,O707698-2,2025-05-24 13:58:35,7.21,return
RB0H2NLUYCG,O707704,O707704-1,2025-06-07 19:56:10,20.35,return
R42D7E6M0NY,O707712,O707712-1,2025-06-11 12:10:46,12.88,return
RD3O4CFT1A1,O707712,O707712-2,2025-06-05 12:10:46,25.91,return
RH9GOZ2L94B,O707712,O707712-3,2025-06-18 12:10:46,33.89,return
R5B7VN7A9DW,O707721,O707721-1,2025-04-30 19:24:50,39.26,cancel
R9CMMWCV4FT,O707741,O707741-2,2025-07-27 12:41:30,12.57,cancel
RCXUWCXTXPK,O707767,O707767-1,2025-11-23 21:10:36,15.68,return
RXQRO84XRVH,O707767,O707767-2,2025-11-28 21:10:36,12.97,return
RAUWFZY7XOC,O707767,O707767-3,2025-11-19 21:10:36,33.31,return
RX4D5X5044R,O707821,O707821-1,2026-01-05 14:25:57,19.84,return
RXXYS4UGB21,O707837,O707837-1,2025-04-18 04:25:22,19.96,return
R5BNGR6JD9Y,O707837,O707837-2,2025-04-05 04:25:22,4.99,return
RUNXLW8TESL,O707839,O707839-2,2025-01-13 11:07:49,59.97,return
RFXN1XSMIZA,O707851,O707851-1,2025-02-03 21:42:38,16.11,return
RS2YWC7EREZ,O707866,O707866-1,2026-01-08 09:31:08,25.69,return
R1DAW20HA20,O707866,O707866-3,2025-12-26 09:31:08,84.36,return
R4U84RLV95S,O707880,O707880-2,2025-06-08 16:06:13,11.23,return
RK38DGNUSMQ,O707888,O707888-1,2025-07-27 22:20:23,18.27,return
RO19GMOFJOY,O707888,O707888-2,2025-08-07 22:20:23,34.27,return
R659AJYO6L1,O707912,O707912-1,2025-10-18 23:24:44,7.66,cancel
RLNIL2CERNF,O707923,O707923-1,2025-08-26 03:59:47,6.58,cancel
RNUWFCBBOYP,O707924,O707924-2,2025-11-24 18:58:08,25.18,return
RGBNO3L6HIT,O707948,O707948-1,2025-09-02 11:37:02,15.1,return
R33J8Y0FO6W,O707948,O707948-2,2025-08-28 11:37:02,33.85,return
RKPBWANYYCW,O707948,O707948-3,2025-08-19 11:37:02,49.12,return
RVQJH0ZJXHV,O707952,O707952-1,2025-07-19 16:39:08,11.75,return
RNIYATXJXYX,O707952,O707952-2,2025-08-06 16:39:08,42.61,return
RYY9E5DT6W9,O707961,O707961-2,2025-02-16 23:50:24,13.99,return
RGK8ZPGCA47,O707990,O707990-2,2025-08-25 21:02:02,6.71,return
RB8PFP8PHZZ,O707990,O707990-3,2025-08-12 21:02:02,3.36,return
R2NNINY41K5,O707990,O707990-4,2025-08-24 21:02:02,10.4,return
R78T0Q41DPY,O707992,O707992-1,2025-11-21 15:05:01,22.15,return
RRPZ25GDX6N,O707995,O707995-1,2025-05-15 10:25:13,33.02,cancel
RCWK5DUY8TV,O708000,O708000-1,2025-12-13 08:14:31,24.68,cancel
R0OGBYY8ZD8,O708024,O708024-1,2025-10-16 19:10:20,6.25,return
RTUB7F7GGX0,O708033,O708033-1,2025-11-15 11:20:37,14.29,return
R3HZEEUPISY,O708046,O708046-2,2025-11-12 13:08:52,8.39,cancel
RUJ2TDFIQN3,O708051,O708051-2,2025-03-29 13:36:00,7.32,cancel
R9UP10X7TPZ,O708064,O708064-1,2025-03-09 18:59:48,18.25,return
R80LEMOLCA4,O708089,O708089-2,2025-10-27 08:34:57,9.11,cancel
R6QGEAJXET6,O708092,O708092-1,2025-11-02 09:07:54,74.26,return
RGPBK2U44ER,O708092,O708092-2,2025-11-09 09:07:54,30.61,return
RN8J2DW9F92,O708092,O708092-3,2025-11-14 09:07:54,20.51,return
RVV54D20818,O708096,O708096-3,2025-05-18 06:23:05,12.96,cancel
R57Y86GF9W0,O708096,O708096-4,2025-05-17 09:23:05,9.12,cancel
RGYGXSKPRCR,O708104,O708104-1,2025-12-19 08:42:35,24.22,return
ROO6N0SNN7Z,O708104,O708104-2,2025-12-01 08:42:35,21.15,return
R09SPH3GCLV,O708105,O708105-2,2025-07-02 21:36:24,15.3,return
RW0F6GK1KOF,O708105,O708105-3,2025-06-29 21:36:24,17.46,return
R6Q5WKN7EEY,O708105,O708105-4,2025-06-26 21:36:24,11.26,return
RSQVWXRRWLF,O708115,O708115-1,2025-08-19 17:56:57,10.85,return
RLY5DAV6ANB,O708115,O708115-2,2025-08-19 17:56:57,39.94,return
RL6BPYIVX1T,O708115,O708115-3,2025-08-09 17:56:57,23.62,return
RK72XXZ38UW,O708115,O708115-4,2025-08-01 17:56:57,12.31,return
RABZBOH5M8V,O708130,O708130-1,2025-10-27 07:36:27,8.65,return
RZMY39FSR04,O708130,O708130-2,2025-10-31 07:36:27,18.28,return
RD3W6SRZL7N,O708135,O708135-1,2025-08-26 16:11:58,18.53,return
RK3YTZOP3I9,O708145,O708145-1,2025-08-10 04:14:34,4.34,cancel
RVDU9ASXF9H,O708146,O708146-1,2025-12-08 23:23:26,84.31,return
R5OFW27CHGV,O708158,O708158-1,2025-10-03 12:23:44,5.93,cancel
RN1POGE2TQN,O708166,O708166-1,2025-01-28 15:55:59,11.44,return
RM31LTOBF8O,O708166,O708166-2,2025-01-25 15:55:59,15.91,return
RLGJQ6983X4,O708173,O708173-1,2025-11-25 15:37:52,12.27,return
RF1PRSGMC0Q,O708173,O708173-2,2025-12-13 15:37:52,7.53,return
RCWQ28JR8L7,O708177,O708177-1,2026-01-23 12:34:28,16.81,return
RVG6SU49WKV,O708177,O708177-3,2026-01-11 12:34:28,4.69,return
RP34PEF83GV,O708178,O708178-2,2025-05-21 10:17:47,23.88,return
R9GLG6ASA0A,O708178,O708178-3,2025-05-21 10:17:47,22.19,return
RR1ROHEODQS,O708180,O708180-1,2025-03-25 14:22:47,11.14,return
R8T3MJ5MHJC,O708187,O708187-1,2025-12-02 14:47:14,34.51,return
RV4KMTCQXSG,O708203,O708203-1,2025-11-14 22:13:06,8.68,return
RBGMTQKKUOL,O708203,O708203-2,2025-11-25 22:13:06,48.56,return
R8AUIDMJ0S7,O708203,O708203-3,2025-12-06 22:13:06,19.51,return
RHGPMZQUTBI,O708224,O708224-1,2025-10-07 15:32:09,26.85,return
RENV322Y5BL,O708224,O708224-2,2025-09-28 15:32:09,7.4,return
RD6MUIYEPOX,O708240,O708240-1,2025-04-28 13:32:47,8.34,return
RQDQC64F1PL,O708240,O708240-2,2025-05-05 13:32:47,10.6,return
RFC78XARZV3,O708242,O708242-2,2025-05-19 08:34:12,16.8,cancel
RXCGFPDL78M,O708254,O708254-1,2026-01-22 11:44:02,13.4,return
R6BW5877HRS,O708254,O708254-2,2026-01-21 11:44:02,22.42,return
RSI95VFXM29,O708268,O708268-2,2025-08-21 10:00:39,16.23,cancel
RXUM4QZMGZ5,O708276,O708276-1,2025-07-03 09:44:43,14.17,return
RFVAK8BS9HV,O708277,O708277-1,2025-03-21 17:06:25,17.36,return
RY2YJ6V6NPL,O708280,O708280-1,2025-04-25 23:48:39,27.56,return
RF48JJTZ9H6,O708291,O708291-1,2025-05-16 21:26:30,13.77,cancel
R420XB7VLJ2,O708300,O708300-1,2025-12-10 12:51:27,57.55,return
RXT30Q4RFXK,O708303,O708303-1,2025-08-07 21:09:18,50.0,return
RH4MIJVKU3O,O708303,O708303-2,2025-08-04 21:09:18,23.74,return
RDB7L9YJDTT,O708303,O708303-3,2025-08-07 21:09:18,9.04,return
RQI1M3QTNG1,O708305,O708305-1,2025-06-12 00:09:49,30.82,return
RJYFN7F3WCM,O708305,O708305-2,2025-06-18 00:09:49,28.25,return
R190UC3ABGD,O708307,O708307-1,2025-01-29 16:03:27,1.45,cancel
RTVL1F40JH4,O708324,O708324-2,2025-03-06 18:07:03,13.12,cancel
REJMI3QS5C0,O708340,O708340-1,2025-12-26 22:45:06,36.91,return
ROBYM38VWYU,O708340,O708340-2,2025-12-26 22:45:06,30.37,return
RN5SUJVCCCO,O708340,O708340-3,2025-12-22 22:45:06,49.02,return
RUC3NLGFZD2,O708358,O708358-1,2025-07-16 21:02:35,19.76,return
RIE8BMHUGTY,O708360,O708360-1,2025-05-17 17:45:39,37.24,return
